序号,招聘主题,用人单位,发布日期,浏览次数
935, 数字设计工程师,爱科微半导体（上海）有限公司,2021-11-16,41
936,现场应用工程师（FAE）,爱科微半导体（上海）有限公司,2021-11-16,63
937,工程技术岗,中航西安飞机工业集团股份有限公司,2021-11-15,134
938,机械工程师,中国能源建设集团浙江火电建设有限公司,2021-11-15,58
939,电气工程师,中国能源建设集团浙江火电建设有限公司,2021-11-15,56
940,大宗商品trader,陕西陕煤供应链管理有限公司,2021-11-15,63
941,大宗商品trader,陕西陕煤供应链管理有限公司,2021-11-15,67
942,大宗商品trader,陕西陕煤供应链管理有限公司,2021-11-15,54
943,大宗商品trader,陕西陕煤供应链管理有限公司,2021-11-15,67
944,大宗商品trader,陕西陕煤供应链管理有限公司,2021-11-15,69
945,销售工程师,泰晶科技股份有限公司,2021-11-15,53
946,FAE工程师,泰晶科技股份有限公司,2021-11-15,50
947,行政管理储备干部,泰晶科技股份有限公司,2021-11-15,52
948,管理培训生,泰晶科技股份有限公司,2021-11-15,55
949,研发工程师,泰晶科技股份有限公司,2021-11-15,57
950,市场策划工程师,泰晶科技股份有限公司,2021-11-15,54
951,硬件工程师,江苏御创科技有限公司,2021-11-15,64
952,研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-11-15,62
953,研发工程师（物理专业）,青岛智腾微电子有限公司,2021-11-15,56
954,研发工程师（数学专业）,青岛智腾微电子有限公司,2021-11-15,54
955,嵌入式开发工程师,深圳市中图仪器股份有限公司,2021-11-15,55
956,美丽中国支教项目2022级支教老师,北京立德未来助学公益基金会,2021-11-15,68
957,软件工程师 （C/C++）,邦彦技术股份有限公司,2021-11-15,67
958,软件工程师 （linux应用/驱动）,邦彦技术股份有限公司,2021-11-15,42
959,硬件工程师,邦彦技术股份有限公司,2021-11-15,39
960,企业管理专职,中国能源建设集团浙江火电建设有限公司,2021-11-15,57
961,攀枝花学院2021年高层次人才招聘简章,北京磐石活水信息科技有限公司,2021-11-15,51
962,中建四局2022届“善建者”校园招聘,中建四局土木工程有限公司,2021-11-15,43
963,FPGA工程师,邦彦技术股份有限公司,2021-11-15,45
964,测试工程师,邦彦技术股份有限公司,2021-11-15,42
965,技术支持工程师,邦彦技术股份有限公司,2021-11-15,37
966,前沿技术研究岗 (含通信技术相关算法方向),邦彦技术股份有限公司,2021-11-15,36
967,C++软件工程师,深圳市中图仪器股份有限公司,2021-11-15,50
968,电子电气认证事业部 销售工程师,深圳市北测检测技术有限公司,2021-11-15,38
969,汽车检测事业部  销售工程师,深圳市北测检测技术有限公司,2021-11-15,39
970,电子电气检测事业部 销售工程师,深圳市北测检测技术有限公司,2021-11-15,37
971,部门助理/认证助理/文员,深圳市北测检测技术有限公司,2021-11-15,54
972,品质/工艺工程师,泰晶科技股份有限公司,2021-11-15,59
973,生产管理储备干部,泰晶科技股份有限公司,2021-11-15,58
974,创新业务支撑,中国联合网络通信有限公司商洛市分公司,2021-11-15,50
975,管培生,西安和硕物流科技有限公司,2021-11-15,39
976,光学工程师,嘉贺恒德科技有限责任公司,2021-11-15,65
977,1.	研究院，研究员,深圳市北测检测技术有限公司,2021-11-15,43
978,2.	研究院，科研助理,深圳市北测检测技术有限公司,2021-11-15,37
979,3.	电气/电磁兼容/射频测试/安规测试工程师,深圳市北测检测技术有限公司,2021-11-15,47
980,嵌入式软件工程师,北京金朋达航空科技有限公司,2021-11-15,43
981,理化测试工程师,深圳市北测检测技术有限公司,2021-11-15,45
982,可靠性测试工程师/项目工程师,深圳市北测检测技术有限公司,2021-11-15,39
983,材料分析工程师,深圳市北测检测技术有限公司,2021-11-15,40
984,技术支持工程师/项目工程师,深圳市北测检测技术有限公司,2021-11-15,40
985,管理培训生,深圳市北测检测技术有限公司,2021-11-15,38
986,硬件研发工程师,河北工大科雅能源科技股份有限公司,2021-11-14,40
987,自控研发工程师,河北工大科雅能源科技股份有限公司,2021-11-14,43
988,大数据开发工程师,河北工大科雅能源科技股份有限公司,2021-11-14,42
989,营销管培生,河北工大科雅能源科技股份有限公司,2021-11-14,49
990,软件研发岗,河北工大科雅能源科技股份有限公司,2021-11-14,45
991,技术支持（运维）,河北工大科雅能源科技股份有限公司,2021-11-14,45
992,专业技术岗,国家石油天然气管网集团有限公司西气东输分公司,2021-11-13,98
993,专业技术岗,国家石油天然气管网集团有限公司西气东输分公司,2021-11-13,89
994,软件开发类,建信金融科技有限责任公司,2021-11-13,107
995,国贸（整机）,安徽合力工业车辆进出口有限公司,2021-11-12,49
996,国贸（配件、技术服务）,安徽合力工业车辆进出口有限公司,2021-11-12,59
997,单证员（信保）,安徽合力工业车辆进出口有限公司,2021-11-12,55
998,计划员,安徽合力工业车辆进出口有限公司,2021-11-12,51
999,射频模拟IC设计工程师,深圳锐越微技术有限公司,2021-11-12,58
1000,软件开发,中油奥博（成都）科技有限公司,2021-11-12,50
1001,仪器研发,中油奥博（成都）科技有限公司,2021-11-12,46
1002,网络工程师,中油奥博（成都）科技有限公司,2021-11-12,45
1003,java工程师,北京恒华伟业科技股份有限公司,2021-11-12,45
1004,需求分析师,北京恒华伟业科技股份有限公司,2021-11-12,44
1005,硬件研发工程师,西安兴汇电力科技有限公司,2021-11-12,59
1006,嵌入式软件研发工程师,西安兴汇电力科技有限公司,2021-11-12,52
1007,软件工程师,医软信息科技（上海）有限公司,2021-11-12,57
1008,数字后端设计工程师,深圳锐越微技术有限公司,2021-11-12,57
1009,雷达信号处理工程师,深圳锐越微技术有限公司,2021-11-12,59
1010,射频硬件与天线工程师,深圳锐越微技术有限公司,2021-11-12,53
1011,上汽通用汽车-新能源体验店销售类储备生招聘简章,上汽通用汽车有限公司,2021-11-12,69
1012,浙江捷昌线性驱动科技股份有限公司招聘简章,浙江捷昌线性驱动科技股份有限公司,2021-11-12,52
1013,算法工程师,医软信息科技（上海）有限公司,2021-11-12,77
1014,机械结构工程师,医软信息科技（上海）有限公司,2021-11-12,65
1015,前端软件工程师,医软信息科技（上海）有限公司,2021-11-12,39
1016,江西软件职业技术大学2021年行政管理及辅导员招聘公告,北京磐石活水信息科技有限公司,2021-11-12,41
1017,江西软件职业技术大学2021年专任教师招聘公告,北京磐石活水信息科技有限公司,2021-11-12,42
1018,IC测试开发工程师,无锡中微腾芯电子有限公司,2021-11-12,58
1019,IC应用验证工程师,无锡中微腾芯电子有限公司,2021-11-12,61
1020,硬件开发工程师,无锡中微腾芯电子有限公司,2021-11-12,56
1021,检验工程师,无锡中微腾芯电子有限公司,2021-11-12,70
1022,试验工程师,无锡中微腾芯电子有限公司,2021-11-12,50
1023,产品工程师,无锡中微腾芯电子有限公司,2021-11-12,45
1024,设备维护工程师,无锡中微腾芯电子有限公司,2021-11-12,57
1025,研发设计工程师,福建南方路面机械股份有限公司,2021-11-11,43
1026,战略管理/供应链管理/营销管理/人力资源管理,西安中蓝金冷化工新材料有限公司,2021-11-11,56
1027,电气工程师,北京恒华伟业科技股份有限公司,2021-11-11,56
1028,内审专员,北京恒华伟业科技股份有限公司,2021-11-11,53
1029,生物医学类助理研究员,广州鸿溪见杉科技有限公司,2021-11-11,52
1030,蛋白纯化助理工程师,广州鸿溪见杉科技有限公司,2021-11-11,47
1031,光学类助理工程师,广州鸿溪见杉科技有限公司,2021-11-11,51
1032,机械类助理工程师,广州鸿溪见杉科技有限公司,2021-11-11,47
1033,芯片类助理工程师,广州鸿溪见杉科技有限公司,2021-11-11,49
1034,软件类助理工程师,广州鸿溪见杉科技有限公司,2021-11-11,66
1035,营销经理,北京中指讯博数据信息技术有限公司,2021-11-11,41
1036,后端工程师(深圳）,深圳小库科技有限公司,2021-11-11,50
1037,机械设计工程师,中科微至智能制造科技江苏股份有限公司,2021-11-11,48
1038,电气工程师,中科微至智能制造科技江苏股份有限公司,2021-11-11,46
1039,Field Service Engineer,先晶半导体设备（上海）有限公司,2021-11-11,161
1040,Field Process Engineer,先晶半导体设备（上海）有限公司,2021-11-11,151
1041,后端工程师（深圳-实习）,深圳小库科技有限公司,2021-11-11,47
1042,前端工程师（深圳）,深圳小库科技有限公司,2021-11-11,49
1043,前端工程师（深圳-实习）,深圳小库科技有限公司,2021-11-11,49
1044,全栈工程师（北京）,深圳小库科技有限公司,2021-11-11,49
1045,软件工程师,中科微至智能制造科技江苏股份有限公司,2021-11-11,58
1046,机械设计工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,37
1047,后端工程师（北京）,深圳小库科技有限公司,2021-11-11,41
1048,后端工程师（北京-实习）,深圳小库科技有限公司,2021-11-11,46
1049,全栈工程师（北京-实习）,深圳小库科技有限公司,2021-11-11,42
1050,视觉应用工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,37
1051,电气设计工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,42
1052,技术员/工艺员,金川集团镍盐有限公司,2021-11-11,41
1053,算法工程师（北京）,深圳小库科技有限公司,2021-11-11,40
1054,算法工程师（北京-实习）,深圳小库科技有限公司,2021-11-11,46
1055,机器视觉算法工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,56
1056,管培生,湖南高阳通联信息技术有限公司,2021-11-11,40
1057,嵌入式系统开发工程师,桂林星空建腾电子科技有限公司,2021-11-10,41
1058,产品工程师,桂林星空建腾电子科技有限公司,2021-11-10,42
1059,外贸业务助理（贸易培训生）,江苏苏美达五金工具有限公司,2021-11-10,43
1060,助理硬件工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,44
1061,射频工程师,北京宏动科技有限公司,2021-11-10,48
1062,硬件工程师,北京宏动科技有限公司,2021-11-10,50
1063,软件工程师,北京宏动科技有限公司,2021-11-10,51
1064,结构设计工程师,桂林星空建腾电子科技有限公司,2021-11-10,42
1065,助理嵌入式软件工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,42
1066,结构工程师,北京宏动科技有限公司,2021-11-10,53
1067,工艺工程师,北京宏动科技有限公司,2021-11-10,45
1068,后端开发工程师,上海木蚁机器人科技有限公司,2021-11-10,165
1069,嵌入式软件工程师,广东化一环境科技有限公司,2021-11-10,43
1070,助理算法工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,40
1071,助理物联网工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,44
1072,AI/大数据工程师,广东化一环境科技有限公司,2021-11-10,45
1073,现场应用工程师,北京升宇科技有限公司,2021-11-10,37
1074,mcu工程师,广东化一环境科技有限公司,2021-11-10,42
1075,硬件工程师,广东化一环境科技有限公司,2021-11-10,42
1076,Java开发工程师,广东化一环境科技有限公司,2021-11-10,65
1077,web开发工程师,广东化一环境科技有限公司,2021-11-10,38
1078,项目助理,广东化一环境科技有限公司,2021-11-10,46
1079,市场专员,广东化一环境科技有限公司,2021-11-10,37
1080,电源应用工程师,北京升宇科技有限公司,2021-11-10,37
1081,模拟/混合集成电路设计/验证工程师,北京升宇科技有限公司,2021-11-10,40
1082,IC验证工程师,北京升宇科技有限公司,2021-11-10,42
1083,东方航空2022全球校园招聘正式启动,中国东方航空股份有限公司,2021-11-10,47
1084,北京未尔锐创科技有限公司2022届校园招聘,成都未尔科技有限公司,2021-11-10,44
1085,成都中电锦江信息产业有限公司2022年校园招聘,成都中电锦江信息产业有限公司,2021-11-10,46
1086,专业技术员,中国能源建设集团安徽电力建设第二工程有限公司,2021-11-10,38
1087,算法工程师,北京度量科技有限公司,2021-11-10,42
