序号,招聘主题,用人单位,发布日期,浏览次数
1642,生产培训生,合肥伊利乳业有限责任公司,2021-10-21,43
1643,软件研发工程师,北京博华信智科技股份有限公司西安分公司,2021-10-21,46
1644,软件测试工程师,北京博华信智科技股份有限公司西安分公司,2021-10-21,58
1645,信息化实施工程师,北京博华信智科技股份有限公司西安分公司,2021-10-21,57
1646,信息化研发工程师（JAVA开发工程师）,北京博华信智科技股份有限公司西安分公司,2021-10-21,47
1647,高级税务助理,山东百丞税务服务股份有限公司,2021-10-21,63
1648,硬件研发工程师,北京博华信智科技股份有限公司西安分公司,2021-10-21,45
1649,嵌入式研发工程师,北京博华信智科技股份有限公司西安分公司,2021-10-21,48
1650,中试工程师,北京博华信智科技股份有限公司西安分公司,2021-10-21,52
1651,振动故障诊断与信号分析算法,北京博华信智科技股份有限公司西安分公司,2021-10-21,48
1652,工艺工程师,北京博华信智科技股份有限公司西安分公司,2021-10-21,55
1653,FAE工程师,北京博华信智科技股份有限公司西安分公司,2021-10-21,49
1654,项目技术研究及实施工程师,北京博华信智科技股份有限公司西安分公司,2021-10-21,48
1655,软件开发工程师 （Java/前端/Android/iOS）,上海贝海网络科技有限公司,2021-10-21,55
1656,测试工程师,上海贝海网络科技有限公司,2021-10-21,50
1657,IC模拟工程师,华大半导体有限公司,2021-10-21,48
1658,2022菁英计划-西安,北京三维天地科技股份有限公司,2021-10-21,49
1659,财务会计岗,中国广电广州网络股份有限公司,2021-10-21,46
1660,材料研发工程师,浙江珏芯微电子有限公司,2021-10-21,51
1661,ATE测试工程师,华大半导体有限公司,2021-10-21,35
1662,质量工程师,华大半导体有限公司,2021-10-21,45
1663,5G网络工程师,中国广电广州网络股份有限公司,2021-10-21,57
1664,播控系统技术调度岗,中国广电广州网络股份有限公司,2021-10-21,53
1665,芯片研发工程师,浙江珏芯微电子有限公司,2021-10-21,49
1666,封装研发工程师,浙江珏芯微电子有限公司,2021-10-21,60
1667,工艺工程师,浙江珏芯微电子有限公司,2021-10-21,48
1668,制冷机研发工程师,浙江珏芯微电子有限公司,2021-10-21,51
1669,设备（助理）工程师,浙江珏芯微电子有限公司,2021-10-21,52
1670,质量（助理）工程师,浙江珏芯微电子有限公司,2021-10-21,59
1671,见职位详情,成都未尔科技有限公司,2021-10-21,53
1672,核桃管培生,北京聪明核桃教育科技有限公司,2021-10-21,58
1673,C++开发工程师,上海网达软件股份有限公司,2021-10-21,60
1674,项目管理专员,上海网达软件股份有限公司,2021-10-21,67
1675,算法工程师,上海网达软件股份有限公司,2021-10-21,58
1676,Java开发工程师,上海网达软件股份有限公司,2021-10-21,55
1677,中信证券杭州凤起路营业部2022校招培训生,中信证券股份有限公司杭州凤起路证券营业部,2021-10-20,48
1678,系统开发,远江盛邦（北京）网络安全科技股份有限公司,2021-10-20,51
1679,机械结构工程师,湖南长城海盾光纤科技有限公司,2021-10-20,54
1680,研发工程师助理,常州市创联电源科技股份有限公司,2021-10-20,185
1681,推广专员,清华大学出版社有限公司,2021-10-20,44
1682,产品经理,清华大学出版社有限公司,2021-10-20,48
1683,UE4开发工程师,北京五一视界数字孪生科技股份有限公司,2021-10-20,54
1684,视觉算法工程师,北京五一视界数字孪生科技股份有限公司,2021-10-20,59
1685,模拟仿真工程师（物理）,北京五一视界数字孪生科技股份有限公司,2021-10-20,58
1686,技术美术,北京五一视界数字孪生科技股份有限公司,2021-10-20,60
1687,UE4美术师,北京五一视界数字孪生科技股份有限公司,2021-10-20,51
1688,测试工程师,北京五一视界数字孪生科技股份有限公司,2021-10-20,65
1689,产品经理,北京五一视界数字孪生科技股份有限公司,2021-10-20,62
1690,产品及解决方案,北京五一视界数字孪生科技股份有限公司,2021-10-20,57
1691,业务顾问,深圳市爱德数智科技股份有限公司,2021-10-20,46
1692,AI工程师,深圳市爱德数智科技股份有限公司,2021-10-20,49
1693,软件研发工程师（Java/C++/Golang）,灵动科技（北京）有限公司,2021-10-20,43
1694,计算机视觉算法工程师,灵动科技（北京）有限公司,2021-10-20,39
1695,java开发,深圳市爱德数智科技股份有限公司,2021-10-20,44
1696,技术顾问-BI方向,深圳市爱德数智科技股份有限公司,2021-10-20,41
1697,技术顾问--BI方向,深圳市爱德数智科技股份有限公司,2021-10-20,44
1698,技术顾问--BI方向,深圳市爱德数智科技股份有限公司,2021-10-20,46
1699,算法工程师（调度优化）,灵动科技（北京）有限公司,2021-10-20,40
1700,数字电路设计工程师,眸芯科技（上海）有限公司,2021-10-20,37
1701,系统设计工程师,眸芯科技（上海）有限公司,2021-10-20,38
1702,综合及后端设计工程师,眸芯科技（上海）有限公司,2021-10-20,42
1703,项目实施顾问,深圳市爱德数智科技股份有限公司,2021-10-20,44
1704,项目实施顾问,深圳市爱德数智科技股份有限公司,2021-10-20,45
1705,项目实施顾问,深圳市爱德数智科技股份有限公司,2021-10-20,43
1706,项目实施顾问,深圳市爱德数智科技股份有限公司,2021-10-20,45
1707,财务审计岗,中铁建设集团有限公司,2021-10-20,48
1708,嵌入式驱动软件工程师,眸芯科技（上海）有限公司,2021-10-20,36
1709,多媒体驱动软件工程师,眸芯科技（上海）有限公司,2021-10-20,39
1710,测试工程师,眸芯科技（上海）有限公司,2021-10-20,39
1711,ISP算法工程师,眸芯科技（上海）有限公司,2021-10-20,38
1712,视频算法工程师,眸芯科技（上海）有限公司,2021-10-20,41
1713,成本造价岗,中铁建设集团有限公司,2021-10-20,51
1714,机械管理岗,中铁建设集团有限公司,2021-10-20,55
1715,电气技术岗,中铁建设集团有限公司,2021-10-20,46
1716,硬件工程师,眸芯科技（上海）有限公司,2021-10-20,40
1717,模拟版图工程师,眸芯科技（上海）有限公司,2021-10-20,39
1718,模拟电路设计工程师,眸芯科技（上海）有限公司,2021-10-20,46
1719,2022届校招算法工程师,叠境数字科技（上海）有限公司,2021-10-20,40
1720,现场应用工程师（FAE）,上海戴世智能科技有限公司,2021-10-20,38
1721,软件工程师（C++）,成都未尔科技有限公司,2021-10-20,46
1722,2022届校招-软件开发工程师,叠境数字科技（上海）有限公司,2021-10-20,39
1723,应用开发,深圳市华屹医疗科技有限公司,2021-10-19,60
1724,模拟电路设计工程师,龙芯中科（南京）技术有限公司,2021-10-19,51
1725,硬件工程师、软件工程师、算法工程师、结构工程师、电路设计工程师、FPGA工程师、测试工程师、微组装工程师等岗位；,青岛智腾微电子有限公司,2021-10-19,81
1726,可靠性工程师、传感器工艺工程师（懂焊接）、微电子工艺工程师等；,青岛智腾微电子有限公司,2021-10-19,65
1727,数字逻辑设计工程师,上海高性能集成电路设计中心,2021-10-19,57
1728,数字逻辑验证工程师,上海高性能集成电路设计中心,2021-10-19,77
1729,数码视讯科技集团2022届校园招聘,北京数码视讯科技股份有限公司,2021-10-19,126
1730,销售工程师（北京、西安、青岛等区域）；,青岛智腾微电子有限公司,2021-10-19,68
1731,管培生——人力、财务、质量、采购、设备管理、战略发展部等方向；,青岛智腾微电子有限公司,2021-10-19,60
1732,集成电路物理设计工程师,上海高性能集成电路设计中心,2021-10-19,59
1733,计算机平台软硬件开发工程师,上海高性能集成电路设计中心,2021-10-19,60
1734,IT系统运维工程师,上海高性能集成电路设计中心,2021-10-19,63
1735,设计自动化（CAD）开发工程师,上海高性能集成电路设计中心,2021-10-19,64
1736,C++软件开发工程师,上海华大九天信息科技有限公司,2021-10-19,49
1737,器件模型开发工程师,上海华大九天信息科技有限公司,2021-10-19,50
1738,软件开发实习生,西安天宇星控信息科技有限公司,2021-10-19,51
1739,组稿编辑,清华大学出版社有限公司,2021-10-19,55
1740,学术编辑,清华大学出版社有限公司,2021-10-19,41
1741,PDK开发工程师,上海华大九天信息科技有限公司,2021-10-19,45
1742,Qt开发工程师,上海华大九天信息科技有限公司,2021-10-19,41
1743,产品验证工程师,上海华大九天信息科技有限公司,2021-10-19,41
1744,期刊编辑,清华大学出版社有限公司,2021-10-19,51
1745,课程编辑（职教）,清华大学出版社有限公司,2021-10-19,33
1746,文稿编辑（计算机）,清华大学出版社有限公司,2021-10-19,40
1747,文稿编辑（理工）,清华大学出版社有限公司,2021-10-19,40
1748,信息化技术员,贵州航天控制技术有限公司,2021-10-19,41
1749,营销助理(经管),清华大学出版社有限公司,2021-10-19,42
1750,营销专员(医学),清华大学出版社有限公司,2021-10-19,36
1751,EDA软件开发工程师,上海华大九天信息科技有限公司,2021-10-19,43
1752,雷达信号处理技术研究岗,北京振兴计量测试研究所,2021-10-19,51
1753,微波系统设计岗,北京振兴计量测试研究所,2021-10-19,54
1754,结构工程师,麒盛科技股份有限公司,2021-10-18,72
1755,软件工程师 （ C++/QT/C#方向 ）,深圳新视智科技术有限公司,2021-10-18,48
1756,算法工程师（图像处理/深度学习方向）,深圳新视智科技术有限公司,2021-10-18,53
1757,电气工程师,深圳新视智科技术有限公司,2021-10-18,52
1758,机器视觉工程师,深圳新视智科技术有限公司,2021-10-18,57
1759,光学工程师,深圳新视智科技术有限公司,2021-10-18,63
1760,模拟IC设计工程师,宁波芯辉科技有限公司西安分公司,2021-10-18,65
1761,算法工程师,宁波芯辉科技有限公司西安分公司,2021-10-18,57
1762,光学设计工程师,深圳迈塔兰斯科技有限公司,2021-10-18,48
1763,光学测试工程师,深圳迈塔兰斯科技有限公司,2021-10-18,45
1764,光学结构工程师,深圳迈塔兰斯科技有限公司,2021-10-18,59
1765,助理研发工程师,西安市新雷能电子科技有限责任公司,2021-10-18,61
1766,用户研究/运营,麒盛科技股份有限公司,2021-10-18,71
1767,软件工程师,麒盛科技股份有限公司,2021-10-18,64
1768,数据工程师,麒盛科技股份有限公司,2021-10-18,52
1769,设计师,麒盛科技股份有限公司,2021-10-18,68
1770,2022届橙星管培生（核保）,中国平安财产保险股份有限公司广东分公司,2021-10-18,54
1771,2022届橙星管培生（职能）,中国平安财产保险股份有限公司广东分公司,2021-10-18,55
1772,Java开发工程师,上海道达信息科技有限公司,2021-10-18,37
1773,软件开发工程师,上海孝庸资产管理有限公司,2021-10-18,41
1774,产品经理助理,上海孝庸资产管理有限公司,2021-10-18,39
1775,2022届橙星管培生（市场营销）,中国平安财产保险股份有限公司广东分公司,2021-10-18,51
1776,IC数字电路工程师,上海江波龙微电子技术有限公司,2021-10-18,41
1777,IC软件工程师,上海江波龙微电子技术有限公司,2021-10-18,43
1778,研发类岗位/工程类岗位/运营支持类岗位,东莞新能德科技有限公司,2021-10-18,53
1779,投资经理助理,方元控股集团有限公司,2021-10-18,45
1780,行政人事助理,方元控股集团有限公司,2021-10-18,44
1781,大数据管理岗,四川嘉源蓉创地质科技有限公司,2021-10-18,44
1782,游戏策划,深圳市火元素网络技术有限公司,2021-10-18,58
1783,游戏运营,深圳市火元素网络技术有限公司,2021-10-18,69
1784,Golang服务端开发工程师,深圳市火元素网络技术有限公司,2021-10-18,52
1785,人力资源专员,四川嘉源蓉创地质科技有限公司,2021-10-18,42
1786,经营专员,四川嘉源蓉创地质科技有限公司,2021-10-18,44
1787,科创青苗计划,四川嘉源蓉创地质科技有限公司,2021-10-18,37
1788,Unity3D开发工程师,深圳市火元素网络技术有限公司,2021-10-18,54
1789,推荐算法工程师,深圳市火元素网络技术有限公司,2021-10-18,48
1790,运维工程师,深圳市火元素网络技术有限公司,2021-10-18,56
1791,测试开发工程师,深圳市火元素网络技术有限公司,2021-10-18,47
1792,C++开发工程师,西安晟昕科技发展有限公司,2021-10-18,48
1793,模拟IC设计工程师,苏州美思迪赛半导体技术有限公司,2021-10-18,40
1794,数字IC设计工程师,苏州美思迪赛半导体技术有限公司,2021-10-18,40
1795,会计助理,杭州拓深科技有限公司,2021-10-15,53
1796,UI设计师,杭州拓深科技有限公司,2021-10-15,47
1797,项目运营专员,杭州拓深科技有限公司,2021-10-15,53
1798,项目申报专员,杭州拓深科技有限公司,2021-10-15,52
1799,硬件产品经理,杭州拓深科技有限公司,2021-10-15,46
1800,软件产品经理,杭州拓深科技有限公司,2021-10-15,43
1801,工业设计师,杭州拓深科技有限公司,2021-10-15,49
1802,web前端开发工程师,杭州拓深科技有限公司,2021-10-15,72
1803,Java开发工程师,杭州拓深科技有限公司,2021-10-15,64
1804,光学设计工程师,南京茂莱光学科技股份有限公司,2021-10-15,103
1805,研发工程师/镀膜方向,南京茂莱光学科技股份有限公司,2021-10-15,95
1806,研发工程师/冷加工方向,南京茂莱光学科技股份有限公司,2021-10-15,99
1807,结构工程师,南京茂莱光学科技股份有限公司,2021-10-15,90
1808,机械博士后,烟台魔技纳米科技有限公司,2021-10-15,65
1809,软件博士后,烟台魔技纳米科技有限公司,2021-10-15,63
1810,化学博士后,烟台魔技纳米科技有限公司,2021-10-15,60
1811,激光工艺博士后,烟台魔技纳米科技有限公司,2021-10-15,65
1812,光学博士后,烟台魔技纳米科技有限公司,2021-10-15,67
1813,人事专员,烟台魔技纳米科技有限公司,2021-10-15,63
1814,行政专员,烟台魔技纳米科技有限公司,2021-10-15,60
1815,总经理助理,烟台魔技纳米科技有限公司,2021-10-15,68
1816,化学实验员,烟台魔技纳米科技有限公司,2021-10-15,53
1817,销售工程师/销售经理,烟台魔技纳米科技有限公司,2021-10-15,67
1818,光学实习生,烟台魔技纳米科技有限公司,2021-10-15,54
1819,硬件工程师,烟台魔技纳米科技有限公司,2021-10-15,68
1820,FPGA工程师,烟台魔技纳米科技有限公司,2021-10-15,59
1821,电气工程师,烟台魔技纳米科技有限公司,2021-10-15,64
1822,机械工艺工程师,烟台魔技纳米科技有限公司,2021-10-15,57
1823,机械设计工程师,烟台魔技纳米科技有限公司,2021-10-15,72
1824,助理软件工程师,烟台魔技纳米科技有限公司,2021-10-15,59
1825,机械工程师,徐州徐工矿业机械有限公司,2021-10-15,56
1826,传动/动力工程师,徐州徐工矿业机械有限公司,2021-10-15,48
1827,电气工程师,徐州徐工矿业机械有限公司,2021-10-15,53
1828,控制工程师,徐州徐工矿业机械有限公司,2021-10-15,56
1829,装配工艺师,徐州徐工矿业机械有限公司,2021-10-15,58
1830,供方开发工程师,徐州徐工矿业机械有限公司,2021-10-15,50
1831,焊接工艺师,徐州徐工矿业机械有限公司,2021-10-15,49
1832,标准化工程师,徐州徐工矿业机械有限公司,2021-10-15,46
1833,海外销售经理,徐州徐工矿业机械有限公司,2021-10-15,49
1834,销售经理,徐州徐工矿业机械有限公司,2021-10-15,45
1835,品牌管理/市场分析,徐州徐工矿业机械有限公司,2021-10-15,55
1836,生产管理,徐州徐工矿业机械有限公司,2021-10-15,46
1837,精益生产管理,徐州徐工矿业机械有限公司,2021-10-15,54
1838,光学研发主管,烟台魔技纳米科技有限公司,2021-10-15,64
1839,设备工程师,徐州徐工矿业机械有限公司,2021-10-15,47
1840,质量体系管理,徐州徐工矿业机械有限公司,2021-10-15,54
1841,光学设计工程师,烟台魔技纳米科技有限公司,2021-10-15,53
1842,激光工艺工程师,烟台魔技纳米科技有限公司,2021-10-15,71
1843,助理化学工程师,烟台魔技纳米科技有限公司,2021-10-15,67
1844,C++工程师,烟台魔技纳米科技有限公司,2021-10-15,62
1845,图像识别算法工程师,烟台魔技纳米科技有限公司,2021-10-15,66
1846,企业级销售管理培训生（专业不限）,上海英方软件股份有限公司,2021-10-15,107
1847,进站博士后,云河（河南）信息科技有限公司,2021-10-15,76
1848,企业级销售管理培训生（专业不限）,上海英方软件股份有限公司,2021-10-15,91
1849,C++研发工程师,上海英方软件股份有限公司,2021-10-15,104
1850,企业级销售管理培训生-全国各省会城市-专业不限,上海英方软件股份有限公司,2021-10-15,88
1851,C++研发工程师,上海英方软件股份有限公司,2021-10-15,106
1852,C++研发工程师,上海英方软件股份有限公司,2021-10-15,99
1853,制程工程师,泉意光罩光电科技（济南）有限公司,2021-10-15,53
1854,JAVA研发工程师,上海英方软件股份有限公司,2021-10-15,89
1855,JAVA研发工程师,上海英方软件股份有限公司,2021-10-15,93
1856,光罩数据处理工程师,泉意光罩光电科技（济南）有限公司,2021-10-15,54
1857,测试工程师,上海英方软件股份有限公司,2021-10-15,89
1858,测试工程师,上海英方软件股份有限公司,2021-10-15,133
1859,测试开发工程师（JAVA基础）,上海英方软件股份有限公司,2021-10-15,95
1860,企业级销售管理培训生-专业不限-全国省会,上海英方软件股份有限公司,2021-10-15,85
1861,企业级销售管理培训生-专业不限-全国省会,上海英方软件股份有限公司,2021-10-15,95
1862,PHP开发工程师,上海英方软件股份有限公司,2021-10-15,88
1863,售后工程师(产品部),上海英方软件股份有限公司,2021-10-15,951
1864,锦跃生/未来翼,宝鸡锦之鸿企业管理有限公司,2021-10-15,41
1865,企业级销售管理培训生-专业不限-全国省会城市,上海英方软件股份有限公司,2021-10-15,85
1866,软件开发工程师,泉意光罩光电科技（济南）有限公司,2021-10-15,50
1867,企业级销售管理培训生,上海英方软件股份有限公司,2021-10-15,94
1868,算法工程师（实习）,深圳市先河系统技术有限公司,2021-10-15,46
1869,软件工程师（实习）,深圳市先河系统技术有限公司,2021-10-15,47
1870,企业级销售管理培训生-专业不限-全国省会城市,上海英方软件股份有限公司,2021-10-15,76
1871,生产管理储备干部,福建海创光电有限公司,2021-10-15,56
1872,产品/工艺/质量工程师,福建海创光电有限公司,2021-10-15,51
1873,研发工程师,福建海创光电有限公司,2021-10-15,59
1874,区块链研究员,深圳市先河系统技术有限公司,2021-10-15,47
1875,硬件开发工程师,杭州拓深科技有限公司,2021-10-15,54
1876,软件测试工程师,杭州拓深科技有限公司,2021-10-15,57
1877,硬件测试工程师,杭州拓深科技有限公司,2021-10-15,52
1878,AI算法工程师,北京阿丘机器人科技有限公司,2021-10-15,55
1879,企业级销售管理培训生-专业不限-全国省会城市,上海英方软件股份有限公司,2021-10-15,91
1880,研发项目负责人,福建海创光电有限公司,2021-10-15,55
1881,企业级管理培训生-专业不限-全国省会,上海英方软件股份有限公司,2021-10-15,89
1882,售前工程师,杭州拓深科技有限公司,2021-10-15,50
1883,市场商务合作专员（专业不限）,上海英方软件股份有限公司,2021-10-15,84
1884,软件研发工程师（全国）,长沙星融元数据技术有限公司,2021-10-15,62
1885,技术支持工程师,杭州拓深科技有限公司,2021-10-15,42
1886,必创科技2022秋季校园招聘,北京必创科技股份有限公司,2021-10-15,74
1887,人力资源实习生,杭州拓深科技有限公司,2021-10-15,40
1888,运营助理,杭州拓深科技有限公司,2021-10-15,43
1889,智能制造工程师,重庆长安汽车股份有限公司,2021-10-15,38
1890,嵌入式开发工程师,杭州拓深科技有限公司,2021-10-15,47
1891,销售工程师,杭州拓深科技有限公司,2021-10-15,48
1892,电磁兼容技术支持工程师,广州广电计量检测股份有限公司,2021-10-14,120
1893,数字IC验证工程师,西人马联合测控（泉州）科技有限公司,2021-10-14,56
1894,数字IC设计工程师,西人马联合测控（泉州）科技有限公司,2021-10-14,54
1895,MEMS研发工程师,西人马联合测控（泉州）科技有限公司,2021-10-14,53
1896,计算机运维人员,上海申铁信息工程有限公司,2021-10-14,53
1897,计算机软件开发人员,上海申铁信息工程有限公司,2021-10-14,45
1898,新媒体运营,万达信息股份有限公司,2021-10-14,123
1899,系统集成工程师,万达信息股份有限公司,2021-10-14,110
1900,软件开发工程师,贵州省邮电规划设计院有限公司,2021-10-14,70
1901,信息化咨询师,贵州省邮电规划设计院有限公司,2021-10-14,59
1902,运营咨询工程师,贵州省邮电规划设计院有限公司,2021-10-14,57
1903,质量助理,西安德纳检验检测有限公司,2021-10-14,48
1904,助理检测工程师,西安德纳检验检测有限公司,2021-10-14,49
1905,自动控制系统研发工程师,深圳市中钞科信金融科技有限公司成都分公司,2021-10-14,41
1906,算法工程师 （计算机视觉&amp;AI方向）,深圳思谋信息科技有限公司,2021-10-14,119
1907,证券交易员,西安天勤汇理私募基金管理有限公司,2021-10-14,78
1908,计算机软件开发人员,上海申铁信息工程有限公司,2021-10-14,50
1909,计算机软件开发人员,上海申铁信息工程有限公司,2021-10-14,46
1910,软件开发工程师岗,万达信息股份有限公司,2021-10-14,112
1911,前端开发工程师,深圳思谋信息科技有限公司,2021-10-14,113
1912,后台开发工程师,深圳思谋信息科技有限公司,2021-10-14,119
1913,应用开发工程师,深圳思谋信息科技有限公司,2021-10-14,111
1914,算法工程师,万达信息股份有限公司,2021-10-14,112
1915,售前解决方案岗,万达信息股份有限公司,2021-10-14,116
1916,仿真平台CFD数值算法研发工程师（北京/上海）,安世亚太科技股份有限公司,2021-10-14,53
1917,高性能计算HPC研发工程师（北京/上海）,安世亚太科技股份有限公司,2021-10-14,48
1918,销售工程师,西安德纳检验检测有限公司,2021-10-14,44
1919,高性能计算工程师,深圳思谋信息科技有限公司,2021-10-14,120
1920,软件开发工程师,深圳思谋信息科技有限公司,2021-10-14,113
1921,UI/UED工程师,深圳思谋信息科技有限公司,2021-10-14,104
1922,机械研发工程师（2022）,陕西航天动力高科技股份有限公司,2021-10-14,69
1923,设计工程师,山东泰开电力电子有限公司,2021-10-14,74
1924,算法工程师（图像处理方向）,深圳市中钞科信金融科技有限公司成都分公司,2021-10-14,48
1925,软件开发工程师（图像处理方向）,深圳市中钞科信金融科技有限公司成都分公司,2021-10-14,44
1926,销售助理,深圳市中钞科信金融科技有限公司成都分公司,2021-10-14,39
1927,测试工程师,上海芯圣电子股份有限公司,2021-10-14,43
1928,JAVA工程师(前端、后端、全栈）,深圳市中钞科信金融科技有限公司成都分公司,2021-10-14,48
1929,现场运维工程师(成都、广州、北京、上海、保定）,深圳市中钞科信金融科技有限公司成都分公司,2021-10-14,47
1930,电磁兼容仿真工程师,广州广电计量检测股份有限公司,2021-10-14,115
1931,测试工程师,深圳思谋信息科技有限公司,2021-10-14,96
1932,电磁兼容整改工程师,广州广电计量检测股份有限公司,2021-10-14,115
1933,系统应用工程师,上海芯圣电子股份有限公司,2021-10-14,48
1934,解决方案架构师,深圳思谋信息科技有限公司,2021-10-14,105
1935,研发工程师（3个研发方向）,上海芯圣电子股份有限公司,2021-10-14,45
1936,技术支持工程师（FAE）,上海芯圣电子股份有限公司,2021-10-14,47
1937,教师岗,广西民族大学,2021-10-14,47
1938,研发管培生,上海龙胜实业有限公司,2021-10-13,59
1939,新材料开发工程师,常州亿晶光电科技有限公司,2021-10-13,55
1940,国际市场营销,常州亿晶光电科技有限公司,2021-10-13,48
1941,国内市场营销,常州亿晶光电科技有限公司,2021-10-13,56
1942,研发设计工程师,中国人民解放军海军701工厂,2021-10-13,72
1943,研究人员,鹏城实验室,2021-10-13,57
1944,（校园招聘）技术研发岗—本科学历,太初（无锡）电子科技有限公司,2021-10-13,84
1945,（校园招聘）技术研发岗——硕士及以上学历,太初（无锡）电子科技有限公司,2021-10-13,86
1946,项目招投标专员,浙江华是科技股份有限公司,2021-10-13,73
1947,核算工程师,浙江华是科技股份有限公司,2021-10-13,69
1948,光学工程师,湖南长城海盾光纤科技有限公司,2021-10-13,57
1949,检测师,中国人民解放军海军701工厂,2021-10-13,65
1950,C/C++软件工程师（Linux，嵌入式，单片机，智能应用）,浙江华是科技股份有限公司,2021-10-13,81
1951,.NET工程师,浙江华是科技股份有限公司,2021-10-13,92
1952,算法工程师,浙江华是科技股份有限公司,2021-10-13,97
1953,工程技术员,中国人民解放军海军701工厂,2021-10-13,69
1954,软件开发工程师,惠州华阳通用电子有限公司,2021-10-13,137
1955,软件开发工程师-通用软件开发（IT方向）,惠州华阳通用电子有限公司,2021-10-13,134
1956,销售经理,惠州华阳通用电子有限公司,2021-10-13,120
1957,集成电路设计,上海微波技术研究所（中国电子科技集团公司第五十研究所）,2021-10-13,73
1958,ISP图像开发工程师,浙江华是科技股份有限公司,2021-10-13,78
1959,项目实施工程师,浙江华是科技股份有限公司,2021-10-13,62
1960,声网2022校园宣传大使,上海极音网络科技有限公司,2021-10-13,77
1961,芯片设计工程师,国科光芯（海宁）科技股份有限公司,2021-10-13,44
1962,机械自动化设计工程师,成都天锐星通科技有限公司,2021-10-13,55
1963,重庆金康新能源汽车有限公司,重庆金康新能源汽车有限公司,2021-10-13,46
1964,电源软件算法工程师,深圳市正浩创新科技股份有限公司,2021-10-13,66
1965,通信系统设计,上海微波技术研究所（中国电子科技集团公司第五十研究所）,2021-10-13,65
1966,探测系统总体设计,上海微波技术研究所（中国电子科技集团公司第五十研究所）,2021-10-13,67
1967,射频电路设计,上海微波技术研究所（中国电子科技集团公司第五十研究所）,2021-10-13,65
1968,管理培训生-教学/教研方向,陕西文都教育科技有限公司,2021-10-13,49
1969,管理培训生-业务方向,陕西文都教育科技有限公司,2021-10-13,46
1970,数字电路设计工程师,上海微波技术研究所（中国电子科技集团公司第五十研究所）,2021-10-13,63
1971,管理培训生-职能方向,陕西文都教育科技有限公司,2021-10-13,46
1972,嵌入式软件工程师,上海微波技术研究所（中国电子科技集团公司第五十研究所）,2021-10-13,58
1973,研发设计工程师,中国兵器装备集团兵器装备研究所,2021-10-13,58
1974,天线工程师,成都天锐星通科技有限公司,2021-10-13,54
1975,射频工程师,成都天锐星通科技有限公司,2021-10-13,54
1976,电磁算法工程师（测试方向）,成都天锐星通科技有限公司,2021-10-13,56
1977,测试总体研究,成都天锐星通科技有限公司,2021-10-13,54
1978,测试系统集成工程师（侧重理论仿真）,成都天锐星通科技有限公司,2021-10-13,47
1979,测试系统集成工程师（侧重实现制造）,成都天锐星通科技有限公司,2021-10-13,43
1980,销售管培生,上海龙胜实业有限公司,2021-10-13,61
1981,控制算法工程师,深圳市普博医疗科技股份有限公司,2021-10-13,99
1982,机械工程师,赛尔富电子有限公司,2021-10-12,77
1983,测试工程师,赛尔富电子有限公司,2021-10-12,65
1984,工业设计师,赛尔富电子有限公司,2021-10-12,63
1985,Java开发工程师,赛尔富电子有限公司,2021-10-12,55
1986,硬件开发工程师,厦门信泰思科技有限公司,2021-10-12,109
1987,应届本科,泉州市三安集成电路有限公司,2021-10-12,74
1988,软件开发工程师,厦门信泰思科技有限公司,2021-10-12,111
1989,项目经理,厦门信泰思科技有限公司,2021-10-12,117
1990, 碳化硅研发博士,东莞市天域半导体科技有限公司,2021-10-12,60
1991,碳化硅工艺工程师,东莞市天域半导体科技有限公司,2021-10-12,62
1992,应届硕士,泉州市三安集成电路有限公司,2021-10-12,174
1993,生产管理储备干部,厦门信泰思科技有限公司,2021-10-12,121
1994,碳化硅研发工程师,东莞市天域半导体科技有限公司,2021-10-12,55
1995,电真空设计师,成都国光电气股份有限公司,2021-10-12,50
1996,java开发工程师,武汉佰钧成技术有限责任公司,2021-10-12,48
1997,销售,以诺康医疗科技（苏州）有限公司,2021-10-12,45
1998,研发设计类管培生-本科,浙江上风高科专风实业股份有限公司,2021-10-12,51
1999,人力资源专员,河南牧原物流有限公司,2021-10-12,51
2000,框架工程师,武汉佰钧成技术有限责任公司,2021-10-12,46
2001,Java/前端/测试实习生,武汉佰钧成技术有限责任公司,2021-10-12,47
2002,框架工程师,武汉佰钧成技术有限责任公司,2021-10-12,44
2003,研发设计类管培生-硕士,浙江上风高科专风实业股份有限公司,2021-10-12,53
2004,管理支持类管培生,浙江上风高科专风实业股份有限公司,2021-10-12,47
2005,客户销售代表,神州数码（中国）有限公司西安分公司,2021-10-12,41
2006,中台英才生,神州数码（中国）有限公司西安分公司,2021-10-12,45
2007,董事长助理,南京摄星智能科技有限公司,2021-10-12,46
2008,框架工程师,武汉佰钧成技术有限责任公司,2021-10-12,46
2009,应用软件工程师,武汉佰钧成技术有限责任公司,2021-10-12,52
2010,应用软件工程师,武汉佰钧成技术有限责任公司,2021-10-12,41
2011,芯片设计&amp;验证工程师,深圳市遇贤微电子有限公司,2021-10-12,51
2012,应用软件工程师,武汉佰钧成技术有限责任公司,2021-10-12,44
2013,嵌入式软件开发工程师,深圳市遇贤微电子有限公司,2021-10-12,46
2014,企业管理设计与评估工程师,南京摄星智能科技有限公司,2021-10-12,41
2015,芯片设计工程师,山东方寸微电子科技有限公司,2021-10-12,132
