招聘主题,用人单位,发布日期,浏览次数
芯片安全测评工程师,高维密码测评技术（山东）有限公司,2021-10-11,51
通讯云研发-后台研发工程师,北京易掌云峰科技有限公司,2021-10-11,72
客服云研发-前端工程师,北京易掌云峰科技有限公司,2021-10-11,59
模拟IC设计工程师,北京博瑞微电子科技有限公司,2021-10-11,59
电子工程师,深圳宜美智科技股份有限公司,2021-10-11,147
技术研发岗,西南通信研究所（中国电子科技集团公司第三十研究所）,2021-10-11,69
通讯云研发-测试工程师,北京易掌云峰科技有限公司,2021-10-11,70
私有云-Java工程师,北京易掌云峰科技有限公司,2021-10-11,62
机械工程师,深圳宜美智科技股份有限公司,2021-10-11,158
光学工程师,深圳宜美智科技股份有限公司,2021-10-11,156
激光工程师,深圳宜美智科技股份有限公司,2021-10-11,159
私有云-前端工程师,北京易掌云峰科技有限公司,2021-10-11,61
校园大使,亿次网联（杭州）科技有限公司,2021-10-11,49
私有云-Java工程师,北京易掌云峰科技有限公司,2021-10-11,70
私有云-前端工程师,北京易掌云峰科技有限公司,2021-10-11,63
私有云-Java工程师,北京易掌云峰科技有限公司,2021-10-11,61
机械设备工程师,芜湖新兴铸管有限责任公司,2021-10-10,40
软件工程师,芜湖新兴铸管有限责任公司,2021-10-10,45
电气工程师,芜湖新兴铸管有限责任公司,2021-10-10,43
股票交易员,西安天勤汇理私募基金管理有限公司,2021-10-10,67
质量工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,43
硬件工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,44
测试工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,45
设备工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,48
工艺整合工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,44
工艺工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,48
研发工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,48
信息技术类,山推工程机械股份有限公司,2021-10-09,56
研发/工艺类,山推工程机械股份有限公司,2021-10-09,56
软件工程师,杭州柳叶刀机器人有限公司,2021-10-09,47
软饰设计工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,54
机器人算法工程师,杭州柳叶刀机器人有限公司,2021-10-09,51
医学影像算法工程师,杭州柳叶刀机器人有限公司,2021-10-09,43
骨架设计工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,52
研发工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,52
样件工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,49
产品工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,49
工业设计师,重庆安道拓汽车部件系统有限公司,2021-10-09,50
先期制造工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,51
生信工程师,北京中科生信教育科技有限公司,2021-10-09,52
C#开发工程师,上海绎维软件系统有限公司,2021-10-09,55
C++开发工程师,上海绎维软件系统有限公司,2021-10-09,57
Java开发工程师,上海绎维软件系统有限公司,2021-10-09,61
Web前端工程师,上海绎维软件系统有限公司,2021-10-09,60
测试工程师,上海绎维软件系统有限公司,2021-10-09,54
综合类岗位（14大类见职位详情）,深圳联友科技有限公司,2021-10-09,115
技术支持工程师,北京中科生信教育科技有限公司,2021-10-09,44
市场代表,北京中科生信教育科技有限公司,2021-10-09,41
芯片设计工程师,北京物芯科技有限责任公司,2021-10-09,113
OSH“雁翔·青葵2022”项目校园招聘,中国外运华中有限公司,2021-10-09,39
助理生信工程师,北京中科生信教育科技有限公司,2021-10-09,40
C++软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,64
嵌入式软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,60
JAVA软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,63
模拟IC工程师,北京神经元网络技术有限公司,2021-10-09,112
SLAM算法工程师,深圳优艾智合机器人科技有限公司,2021-10-09,70
C#软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,61
硬件测试工程师,深圳优艾智合机器人科技有限公司,2021-10-09,59
软件测试工程师,深圳优艾智合机器人科技有限公司,2021-10-09,53
机械/结构设计工程师,深圳优艾智合机器人科技有限公司,2021-10-09,68
产品助理,深圳优艾智合机器人科技有限公司,2021-10-09,58
招聘专员,深圳优艾智合机器人科技有限公司,2021-10-09,62
博士后,上海人工智能创新中心,2021-10-09,43
OpenMMLab算法研究员,上海人工智能创新中心,2021-10-09,36
校招-前端开发工程师,北京木瓜移动科技股份有限公司,2021-10-09,48
软件开发工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,44
决策AI算法研究员,上海人工智能创新中心,2021-10-09,36
校招-Python开发工程师,北京木瓜移动科技股份有限公司,2021-10-09,44
AI青年科学家,上海人工智能创新中心,2021-10-09,43
校招-产品经理,北京木瓜移动科技股份有限公司,2021-10-09,47
校招-新媒体运营,北京木瓜移动科技股份有限公司,2021-10-09,39
光学设计师,中国科学院上海光学精密机械研究所,2021-10-08,97
结构设计师,中国科学院上海光学精密机械研究所,2021-10-08,101
电路设计师,中国科学院上海光学精密机械研究所,2021-10-08,100
软件设计师,中国科学院上海光学精密机械研究所,2021-10-08,101
激光探测研发工程师,中国科学院上海光学精密机械研究所,2021-10-08,107
激光器研发工程师,中国科学院上海光学精密机械研究所,2021-10-08,95
自动控制工程师,中国科学院上海光学精密机械研究所,2021-10-08,96
光功能材料研发工程师,中国科学院上海光学精密机械研究所,2021-10-08,93
博士后,中国科学院上海光学精密机械研究所,2021-10-08,91
机构业务管理培训生,国泰君安期货有限公司陕西分公司,2021-10-08,57
英文学术期刊助理编辑,曼迪匹艾（北京）科技服务有限公司,2021-10-08,46
FPGA工程师,上海瀚讯信息技术股份有限公司,2021-10-08,40
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-10-08,73
嵌入式软件工程师,浙江捷昌线性驱动科技股份有限公司,2021-10-08,101
系统工程师,罗森伯格技术有限公司,2021-10-08,39
中试工程师,罗森伯格技术有限公司,2021-10-08,38
硬件工程师,罗森伯格技术有限公司,2021-10-08,37
专利审查员,国家知识产权局专利局专利审查协作江苏中心,2021-10-08,120
研发管培生,深圳市博敏电子有限公司,2021-10-08,38
嵌入式软件工程师,罗森伯格技术有限公司,2021-10-08,37
工艺管培生,深圳市博敏电子有限公司,2021-10-08,38
数字芯片设计工程师,哲库科技（上海）有限公司,2021-10-08,77
蓝诺微银（北京）信息技术有限公司,蓝诺微银（北京）信息技术有限公司,2021-10-08,65
Andorid开发工程师,蓝诺微银（北京）信息技术有限公司,2021-10-08,50
管培生,南京恒电电子有限公司,2021-10-08,59
北森2022届校园招聘简章（互联网企业、HRSaaS独家兽、九险一金）,北森云计算有限公司,2021-10-08,55
职业卫生工程师,荣芯半导体（宁波）有限公司,2021-10-07,52
工安工程师,荣芯半导体（宁波）有限公司,2021-10-07,52
环保工程师,荣芯半导体（宁波）有限公司,2021-10-07,51
电气工程师,荣芯半导体（宁波）有限公司,2021-10-07,54
伊利2022年校招-生产专训生（液态奶）,定州伊利乳业有限责任公司,2021-10-07,53
体系工程师,荣芯半导体（宁波）有限公司,2021-10-07,54
ERC工程师,荣芯半导体（宁波）有限公司,2021-10-07,52
机械工程师,荣芯半导体（宁波）有限公司,2021-10-07,52
水处理工程师,荣芯半导体（宁波）有限公司,2021-10-07,50
化学系统工程师,荣芯半导体（宁波）有限公司,2021-10-07,53
气体系统工程师,荣芯半导体（宁波）有限公司,2021-10-07,53
制程工程师,荣芯半导体（宁波）有限公司,2021-10-07,53
整合工程师,荣芯半导体（宁波）有限公司,2021-10-07,56
设备工程师,荣芯半导体（宁波）有限公司,2021-10-07,52
制造工程师,荣芯半导体（宁波）有限公司,2021-10-07,51
IE工程师,荣芯半导体（宁波）有限公司,2021-10-07,50
采购专员/助理,荣芯半导体（宁波）有限公司,2021-10-07,50
IT助理工程师,荣芯半导体（宁波）有限公司,2021-10-07,51
质量与可靠性工程师,荣芯半导体（宁波）有限公司,2021-10-07,54
HR专员,荣芯半导体（宁波）有限公司,2021-10-07,48
结构强度设计师,北京金朋达航空科技有限公司,2021-10-06,62
机械设计师,浙江泰林生物技术股份有限公司,2021-10-06,59
电气工程师,浙江泰林生物技术股份有限公司,2021-10-06,60
嵌入式软件工程师,浙江泰林生物技术股份有限公司,2021-10-06,58
研发工程师（生物）,浙江泰林生物技术股份有限公司,2021-10-06,75
教师,滨州职业学院,2021-10-06,150
南京大学普惠三农金融科技创新研究中心2021青年教师（大数据AI区块链）岗招聘,南京大学,2021-10-06,47
总体设计岗,北京金朋达航空科技有限公司,2021-10-06,62
电子技术研发工程师,浙江泰林生物技术股份有限公司,2021-10-06,65
产品设计（继电器）,厦门宏发汽车电子有限公司,2021-10-05,51
雷达随动设计师,陕西黄河集团有限公司,2021-10-03,63
雷达中高频电路设计,陕西黄河集团有限公司,2021-10-03,62
雷达总体设计师,陕西黄河集团有限公司,2021-10-03,70
雷达天馈设计师,陕西黄河集团有限公司,2021-10-03,75
雷达计算机系统软件设计师,陕西黄河集团有限公司,2021-10-03,61
雷达信号处理系统线路软件设计,陕西黄河集团有限公司,2021-10-03,52
