招聘主题,用人单位,发布日期,浏览次数
定向选调/集中选调,中国共产党武汉市委员会组织部,2022-01-04,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2022-01-04,0
软硬件工程师/光学类工程师/质量类工程师,成都极米科技股份有限公司,2022-01-04,0
经营合约部实习生/安全环保部实习生/综合部实习生,泸州市龙驰实业集团有限责任公司,2022-01-04,0
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2022-01-04,0
管培生,中信期货有限公司济南分公司,2021-12-31,0
深圳证券交易所及其下属单位2021年度信息技术专业人员招聘启事,深圳证券交易所,2021-12-31,0
深圳证券交易所及其下属单位2021年度信息技术专业人员招聘启事,深圳证券交易所,2021-12-31,0
算法岗（控制）/C++开发岗/嵌入式开发岗/Unity3D开发岗/后端开发岗/硬件开发岗/硬件测试岗/电气设计岗/船舶设计岗/轮机设计岗/机械机构设计岗/数字硬件开发岗/射频硬件开发岗/协议栈软件开发岗/项目管理岗/质量管理岗/报销文员岗/管培生/营销管培生/营销管培生/解决方案助理工程师/工程服务助理工程师,珠海云洲智能科技股份有限公司,2021-12-30,0
Java工程师/前端工程师/FPGA工程师/射频工程师/硬件工程师/通信算法工程师/嵌入式软件工程师/产品专员/人力资源专员/采购专员/质量专员/项目专员,青岛上合航天科技有限公司,2021-12-30,0
软件开发工程师,中国工程物理研究院激光机变研究中心,2021-12-30,0
嵌入式软件开发工程师/信号算法工程师/控制算法工程师/机械工程师/硬件工程师/系统工程师/气路工程师/软件测试工程师/售前支持工程师（国内/国际）/国际市场专员/用户服务工程师（国内/国际）/技术支持工程师,深圳麦科田生物医疗技术有限公司,2021-12-30,0
量化研究员/行业研究员/高级开发,深圳市影子投资管理有限公司,2021-12-30,0
产品测试岗/架构设计岗/大数据分析岗/程序开发岗,启明信息技术股份有限公司,2021-12-30,0
Super X 探路者计划/业务需求分析师/用户体验设计师/软件开发工程师/软件质量工程师/云开发工程师/数据开发工程师,思特沃克软件技术（成都）有限公司,2021-12-30,0
飞行仿真软件工程师/C++工程师/航空技术工程师/软件开发实习生/航电仿真软件工程师,中仿智能科技（上海）股份有限公司,2021-12-30,0
java研发工程师/前端研发工程师/平台架构研发工程师/区块链研发工程师/数据分析师,欧冶云商股份有限公司,2021-12-30,0
销售工程师/区域销售/销售代表,上海仪准电子科技有限公司,2021-12-30,0
财务专员/审计专员/公共事务专员/总裁助理,拓维信息系统股份有限公司,2021-12-30,0
研发/技术/质量工程师,山东国瓷功能材料股份有限公司,2021-12-30,0
研究员/高级研究员,浙江大学 嘉兴研究院,2021-12-30,0
初级爬虫工程师/Java初级工程师/UI设计师/初级测试工程师/大数据平台工程师/初级前端工程师,魔方医药科技（苏州）有限公司,2021-12-30,0
电力电子软件工程师/嵌入式软件工程师/电力电子硬件工程师/算法工程师/结构设计工程师/热设计工程师/器件工程师/电芯研发工程师/软件测试工程师/失效分析工程师/PQA工程师/QA工程师/工艺工程师/生产计划专员/信息管理专员/信息化工程师/合同交付专员/标准与认证专员/资料开发工程师/商务专员/渠道专员/解决方案工程师/服务支持工程师/客户服务工程师,阳光电源股份有限公司,2021-12-29,0
阳光电源首届冬令营招募啦,阳光电源股份有限公司,2021-12-29,0
射频工程师/质量工程师/工艺工程师/FPGA工程师,广东宽普科技有限公司,2021-12-29,0
机械类/电气类/计算机类/电子信息类/管理类,一汽解放青岛汽车有限公司,2021-12-29,0
“海螺英才”计划/能源管理类/能源管理类/计算机及信息化类/电气自动化类/管理类/法学类,安徽海螺集团有限责任公司,2021-12-29,0
人力资源管培生/财务管理管培生/法务管培生/行业分析管培生/智研院管培生,深圳市智慧城市科技发展集团有限公司,2021-12-29,0
车辆/机械/计算电子类/电气类/材料/化学/数学/物流管理/市场营销/会计/工商管理/新闻,一汽解放汽车有限公司,2021-12-29,0
多企业多岗位,常州市人力资源和社会保障局,2021-12-29,0
研发（前端开发）/研发（JAVA开发）/产品类/设计类/信息安全类,中建三局安装工程有限公司,2021-12-29,0
智能网联类/新能源研发类/设计研发类/工艺质量类/IT互联网类/营销品牌类/专业管理类,安徽江淮汽车集团股份有限公司,2021-12-29,0
电力交易分析师,浙江万里杨能源科技股份有限公司,2021-12-29,0
IT类/造型设计类/ 研发类/规划类/生产管理类/质保类/职能类/营销类/项目管理类/采购类,一汽一大众汽车有限公司,2021-12-28,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-12-28,0
研究科学家/开发工程师/软件工程师/硬件工程师/数据清洗工程师/数据工程师,深圳市大数据研究院,2021-12-28,0
技术/销售工程师,北京爱万提斯科技有限公司,2021-12-28,0
技术岗或营销技术支持岗/技术岗/电气工程/电力系统与智能控制（自动化)/其他变压器强相关专业,山东电力设备有限公司,2021-12-28,0
产品研发/工艺质量管理/设备管理/安全环保管理/IT工程师/人力资源管理,风神轮胎股份有限公司,2021-12-28,0
c/c++/嵌入式开发/安卓开发/java开发/硬件开发,福建星网锐捷通讯股份有公司,2021-12-28,0
研究岗/开发岗/职能岗,杭州谱育科技发展有限公司,2021-12-28,0
星动力管培生,重庆红星美凯龙博览家居生活广场有限责任公司,2021-12-28,0
电子工程师,中国人民解放军第五七二〇工厂,2021-12-28,0
机械工程师/电气工程师,青岛宏大纺织机械有限责任公司,2021-12-27,0
信息安全测试工程师/安规测试工程师/无线通讯测试工程师,江苏省电子信息产品质量监督检验研究院（江苏省信息安全测评中心）,2021-12-27,0
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-12-27,0
工程师类/ 生物医药类技术支持,南京江北新区生物医药公共服务平台有限公司,2021-12-27,0
研发储备/技术储备/营销储备/管理储备,浙江新安化工集团股份有限公司,2021-12-27,0
C++ 开发工程师/算法开发工程师/硬件开发工程师/售前技术支持,苏州恩巨网络有限公司,2021-12-27,0
硬件研发工程师/电气研发工程师/嵌入式软件工程师（C/C++）/DSP算法工程师/C++开发工程师,安科瑞电气股份有限公司,2021-12-27,0
基金研究员,青岛锦浪私募基金管理有限公司,2021-12-27,0
研发/市场/职能类岗位,北京数码视讯科技股份有限公司,2021-12-27,0
人力资源储备干部/试剂研发/质量管理/省区销售/仪器应用/财务管理/企划设计,四川携光生物技术有限公司,2021-12-26,0
汽车产品设计/工艺技术,陕汽集团商用车有限公司,2021-12-25,0
机电研发岗/材料、工艺研发岗/销售岗/职能岗,潮州三环（集团）股份有限公司,2021-12-25,0
行政文秘（储备总经理助理）/管培生,和乐门业有限公司,2021-12-25,0
技术/运营/研发/管理,中国电信股份有限公司安徽分公司,2021-12-24,0
云计算工程师,中国电信股份有限公司安徽分公司,2021-12-24,0
纪检一岗/纪检二岗/机电自动化管理岗/网络管理岗/信息化管理岗/财务管理岗/工程造价管理/工程技术管理/文秘岗/人力资源管理岗/经营管理岗/财务管理岗/给排水管理岗/工程造价岗/给排水管理岗/成本费用岗/经营管理岗,重庆市水利投资(集团)有限公司,2021-12-24,0
总行部室职能岗,唐山银行股份有限公司,2021-12-24,0
技术类/运营类/产品类/销售类/营销类/职能类等,银联国际有限公司,2021-12-24,0
教师,南京理工大学,2021-12-24,0
校招培训生,中信证券（山东）有限责任公司济南泺源大街证券营业部,2021-12-24,0
信息化管理,中国市政工程西南设计研究总院有限公司,2021-12-24,0
研发工程师/软件工程师/自动化工程师/信号控制工程师,宝信软件（成都）有限公司,2021-12-24,0
IT类/技术类/生产类/经管与人力类/营销类/法务类/供应链类/财经类,郑州宇通集团有限公司,2021-12-23,0
土建工程师/物资工程师/商务工程师,中国建筑第八工程局有限公司华南分公司,2021-12-23,0
嵌入式软件研发工程师/大数据平台研发工程师,厦门雅迅网络股份有限公司,2021-12-23,0
人民警察,四川电科网安科技有限公司,2021-12-23,0
区域销售经理,北京瑞星网安技术股份有限公司,2021-12-23,0
实习生/储备干部,宸宇建设集团有限公司,2021-12-23,0
技术支持工程师/销售工程师/解决方案行销工程师/在线销售/售前工程师,杭州海康威视数字技术股份有限公司,2021-12-23,0
机械工程师/电气工程师/软件开发工程师/软件实施工程师/法务助理/项目助理,深圳市赢合科技股份有限公司,2021-12-23,0
电子工程师/电芯工程师/结构工程师,华富（江苏）锂电新技术有限公司,2021-12-23,0
芯片生产技术员/芯片助理工程师/远距离量子通信研究人员/量子探测与波导器件研究人员/工艺研发工程师/测试分析研发工程师/SPICE模型研发工程师/器件研发工程师/光学工程师/光电工程师/专利工程师/软件工程师/晶体生长工程师/测试工程师/磨抛工艺工程师/机械工程师/微纳工艺工程师,济南量子技术研究院,2021-12-23,0
质量工程师/研发工程师/工艺工程师/机械工程师/,宁波天波港联电子有限公司,2021-12-23,0
软件开发工程师/软件测试工程师/系统运维工程师/产品经理/数据工程师,中国国际金融股份有限公司,2021-12-23,0
人力资源助理/行政助理/工程管培生等,海南生态软件园集团有限公司,2021-12-22,0
咨询/开发/数据科学等,国际商业机器（中国）有限公司,2021-12-22,0
软件开发类（Java、C/C++、嵌入式、Linux、应用软件、web等）/硬件开发类（硬件开发、FPGA）/网络安全技术研究类/密码研究类/产品测试类/高级网络安全工程师,西南通信研究所（中国电子科技集团公司第三十研究所）,2021-12-22,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-12-22,0
教师/骨干教师/学科专业带头人,吉首大学张家界学院,2021-12-22,0
超潜管培生（证券研究方向）,锐方（上海）私募基金管理有限公司,2021-12-22,0
营销岗/项目岗/质量岗/研发岗,长鹰信质科技股份有限公司,2021-12-22,0
经营管理类/财务/移动互联/信息系统/整车研发类/新技术类/智能制造,东风日产乘用车公司,2021-12-21,0
市场与销售方向培训生,阿特拉斯·科普柯（上海）贸易有限公司,2021-12-21,0
IT及新技术 /网络类/ 业务及运营类 /市场类 /职能支撑,中国联合网络通信有限公司四川省分公司,2021-12-20,0
电气工程师/机械工程师/服务工程师,东方电气自动控制工程有限公司,2021-12-20,0
高压绝缘研究员,珠海市睿影科技有限公司,2021-12-20,0
嵌入式软件工程师/ 嵌入式软件工程师（SOC）/ 嵌入式软件工程师（ARM）/ 嵌入式软件工程师（信号处理）/ C、C++软件工程师 上位机软件工程师 /电路设计工程师 /研发测试工程师/产品经理 /研发助理 /FPGA开发工程师 /芯片设计工程师/ IC验证工程师/ 视觉SLAM算法工程师/ 卫星基带算法工程师 /卫星导航算法、RTK算法工程师/ 惯性、组合导航算法工程师,湖南北云科技有限公司,2021-12-20,0
记者/数据工程师/产品经理/数媒设计师/财务人力,广东南方财经全媒体集团股份有限公司,2021-12-20,0
工程师类/技术支持类,南京江北新区生物医药公共服务平台有限公司,2021-12-20,0
Java开发工程师/C++开发工程师/Web前端开发工程师/测试工程师/技术支持工程师,北京掌上先机网络科技有限公司,2021-12-20,0
Android开发工程师/Java软件开发工程师/Web软件开发工程师/嵌入式开发工程师/硬件开发工程师/UI视觉设计师/结构设计师/工业设计师/平面设计师/软件测试工程师/硬件测试工程师/产品助理/采购助理/物流助理/商务助理/销售经理,四川格物智享科技有限公司,2021-12-20,0
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-12-20,0
光学研发工程师/软件工程师/工艺研发工程师/机械工程师/电气工程师/会计助理/采购助理/人事助理/营销策划/售后助理/业务助理/工程师助理/设备装调工程师/交付工艺工程师,东莞市盛雄激光先进装备股份有限公司,2021-12-20,0
财务专员/审计专员/公共事务专员/总裁助理,拓维信息系统股份有限公司,2021-12-18,0
升学择校教育咨询师,四川花满地教育信息咨询有限公司,2021-12-18,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-12-17,0
第四届中国·河南招才引智创新发展大会成都专场,第四届中国·河南招才引智创新发展大会成都专场,2021-12-17,0
技术工程师/销售工程师,北京爱万提斯科技有限公司,2021-12-17,0
机电岗/研发岗/销售岗/职能岗,潮州三环（集团）股份有限公司,2021-12-17,0
智能制造学院教师,南京理工大学,2021-12-17,0
国内专利代理岗/涉外电学专利代理岗/涉外化学专利代理岗,北京天昊联合知识产权代理有限公司,2021-12-16,0
销售代表,上海普瑞目塑化贸易有限公司,2021-12-16,0
技术储干,珠海市睿影科技有限公司,2021-12-16,0
System Software Engineer / Workload Software Engineer,英特尔亚太研发有限公司,2021-12-16,0
手游策划（2022校招）/客户端开发工程师（2022校招）/服务端开发工程师（2022校招）/手游测试工程师/SDK开发工程师（Android/IOS)（2022校招）/PHP开发工程师（2022校招）/Web前端工程师（2022校招）/手游运维工程师（2022校招）/手游运营管培生（2022校招）/手游商务（2022校招）/市场投放（2022校招）/直播商务（2022校招）/直播运营（2022校招）/人力资源管培生（2022校招）/行政管培生（2022校招）/财务管培生（2022校招）/法务管培生（2022校招）/游戏美术设计管培生（2022校招）/原画设计师（2022校招）/3D设计师（2022校招）/UI设计师(2022校招）/广告设计管培生（2022校招）/视觉设计师（2022校招）/视频设计师（2022校招）/用户运营（2022校招）/游戏生态管理（2022校招）/客户服务管培生（2022校招）/游戏客服（2022校招）,广州乐牛软件科技有限公司,2021-12-16,0
两年支教教师招募,北京为华而教公益发展中心,2021-12-16,0
国内市场代表/管理培训生/研发人员/技术支持岗/供应链岗/人力资源专员/行政专员,南京巨鲨显示科技有限公司,2021-12-16,0
外贸业务员,上海浦劢实业有限公司,2021-12-15,0
产品/需求类/技术类/业务/职能类/IT咨询类,数字广东网络建设有限公司,2021-12-15,0
专利工程师（通信电学机械自动化等领域）,北京龙双利达知识产权代理有限公司,2021-12-15,0
培训生,中信证券股份有限公司杭州凤起路证券营业部,2021-12-15,0
技术岗或营销技术支持岗/技术岗,山东电力设备有限公司,2021-12-14,0
储备干部/研发/产品/市场/运营/设计,超星集团有限公司,2021-12-14,0
管理培训生/销售红星,云南太古可口可乐饮料有限公司,2021-12-14,0
Python实习生,科创通成都股份有限公司,2021-12-14,0
汽车研发 /供应链/ 生产制造 /智能与信息技术/ 智能驾驶/ 市场与销售服务/ 综合管理/ 职能,北京理想汽车有限公司,2021-12-14,0
行政专员,中节能建设工程设计院有限公司,2021-12-14,0
销售工程师/区域销售/销售代表,上海仪准电子科技有限公司,2021-12-14,0
Java开发工程师/C++开发工程师/Web前端开发工程师/测试工程师/技术支持工程师,北京掌上先机网络科技有限公司,2021-12-14,0
整车研发/电控系统研发/新能源研发/智能驾驶/车身与造型/仿真分析/底盘系统研发/发动机及传动系统研发/数据分析与治理/IT信息化建设/材料分析与研究/整车及零部件试验/项目管理/工艺开发/智能制造,中国重型汽车集团有限公司,2021-12-14,0
科研岗/专业技术岗/机动平台总体设计技术/管理类,包头市人力资源和社会保障局,2021-12-14,0
教师,巍山彝族回族自治县祥华高级中学有限公司,2021-12-14,0
光学研发工程师/ 产品工程师 /材料研发工程师 /机械研发工程师 /封装工艺工程师/ 电子电路工程师 /电气研发工程师/ 热设计研发工程师/ 软件研发工程师,西安炬光科技股份有限公司,2021-12-14,0
管理培训生/金融业务岗/金融科技岗,珠海农村商业银行股份有限公司,2021-12-14,0
研发/市场/职能类岗位,北京数码视讯科技股份有限公司,2021-12-14,0
机械工程师/生产工程师/设计师,卧龙采埃孚汽车电机有限公司,2021-12-14,0
研发工程师/嵌入式软件工程师/硬件设计工程师/硬件测试工程师,四川英杰电气股份有限公司,2021-12-14,0
客户经理岗/柜台,中信证券（山东）有限责任公司青岛延川路证券营业部,2021-12-13,0
机关事业单位急需紧缺专业人才,中国共产党广元市昭化区委员会,2021-12-13,0
管理培训生/投资银行/金融市场/理财子公司方向/信用卡业务方向/青银金融租赁有限公司方向/总行IT岗,青岛银行股份有限公司,2021-12-13,0
气候拓新者,美国环保协会北京代表处,2021-12-13,0
研发工程师,厦门钨业股份有限公司,2021-12-13,0
计量检定测试/产品质量检验,剑阁县市场监督管理局,2021-12-13,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员,北京零壹空间科技有限公司,2021-12-13,0
软件工程师/硬件工程师,成都华科海讯科技有限公司,2021-12-13,0
C++ 开发工程师/算法开发工程师/硬件开发工程师/售前技术支持,苏州恩巨网络有限公司,2021-12-13,0
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-12-13,0
管培生,成都比拓超硬材料有限公司,2021-12-11,0
超潜管培生（证券研究方向）,锐方（上海）私募基金管理有限公司,2021-12-11,0
软件开发/电子工程师/云网解决方案/智能化工程售前工程师/配电工程师/终端测试等孵化业务/电源检测/电磁兼容检测/ 网络智能应用运营工程师/ 光缆通信技术研发,中讯邮电咨询设计院有限公司郑州分公司,2021-12-10,0
海南自由贸易港招才引智活动,海南自由贸易港招才引智活动,2021-12-10,0
自动驾驶-主动安全开发工程师/硬件系统设计工程师/项目经理/数据安全工程师等,小米科技有限责任公司,2021-12-10,0
冲压工艺/焊接工艺/质检工艺/电气技术,东风模具冲压技术有限公司成都冲焊分公司,2021-12-10,0
营销管培生/人力资源专员/财务会计/法务专员/市场稽核专员/品牌经理助理,四川剑南春（集团）有限责任公司,2021-12-10,0
硬件工程师/结构工程师/医学专员/临床专员/产品专员,北京品驰医疗设备有限公司,2021-12-10,0
管培生/计算机类/其他应届生/综合柜员,长沙农村商业银行股份有限公司,2021-12-10,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-12-10,0
零售培训生,欧莱雅（中国）有限公司,2021-12-10,0
助理顾问,广州景惠医疗管理服务有限公司,2021-12-10,0
工艺/PIE/设备/生产管理,苏州臻芯微电子有限公司,2021-12-10,0
Java开发工程师/C++开发工程师/前端开发工程师/测试工程师/技术支持工程师/产品经理/财务专员/人力专员/商业分析,北京掌上先机网络科技有限公司,2021-12-10,0
校招培训生,中信证券（山东）有限责任公司济南经七路证券营业部,2021-12-10,0
C/C++开发工程师/Golang开发工程师/Java 开发工程师/硬件工程师/嵌入式驱动工程师/FPGA逻辑工程师/测试工程师,成都精灵云科技有限公司,2021-12-10,0
航空航天类/计算机及数学类/机械及机电类,中国航空综合技术研究所,2021-12-09,0
项目经理,湖南航天环保产业基金管理有限公司,2021-12-09,0
商务实习生,成都晋德科技有限公司,2021-12-09,0
投融资项目经理/法务经理/行政经理,深圳市中小微企业投资管理有限公司,2021-12-09,0
嵌入式软/硬件研发工程师/电气工程及其自动化等相关专业,保定市冀能电力自动化设备有限公司,2021-12-09,0
软件开发工程师/ 运维开发工程师 /测试工程师 /安全工程师/ 网络工程师,广东省农村信用社联合社,2021-12-09,0
软件开发工程师/ 算法工程师/ 工艺工程师 /软件测试工程师 /销售工程师/ 项目管理/ 机加质量工程师,苏州千机智能技术有限公司,2021-12-08,0
社群运营岗,成都高途云集教育科技有限公司,2021-12-08,0
职能管理类/技术研发类/工程技术类/国内市场类/国际市场类,特变电工股份有限公司,2021-12-08,0
生产运营类/人事行政类/自动化类/环境安全和健康类/经营管理类/产品开发/设计类,捷普科技（成都）有限公司,2021-12-08,0
后端Python开发工程师,成都市武侯科技创新产业投资有限责任公司,2021-12-08,0
硬件研发工程师/电气研发工程师/嵌入式软件工程师（C/C++）/DSP算法工程师/C++开发工程师,安科瑞电气股份有限公司,2021-12-08,0
海外采购代表/销售工程师,四川有芯电子有限公司,2021-12-08,0
空中交通管制岗/通信导航监视设备维修及运行维护岗/气象设备维修岗位和气象预报及观测岗位/财务岗位,中国民用航空新疆空中交通管理局,2021-12-08,0
技术研发及项目工程师/业务专员,金川集团股份有限公司,2021-12-08,0
园区运营/招商咨询/产品设计/经营分析/业务管理/财务/法务/人力资源/ 综合管理/室内设计,上海俺来也人才服务有限公司,2021-12-07,0
巴川中学-学科教师/竞赛教练,重庆市巴川国际教育管理有限公司,2021-12-07,0
中建国际筑世者—国际项目/国内项目,中国建筑股份有限公司国际工程分公司,2021-12-07,0
工程技术类/管理类,中国电建集团山东电力建设有限公司,2021-12-07,0
Java开发工程师/Golang开发工程师/ios开发工程师/安卓开发工程师/算法工程师/算法策略/前端开发工程师,上海识装信息科技有限公司,2021-12-07,0
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-12-07,0
技术类/策划类/美术类/职能类,多益网络有限公司,2021-12-07,0
c++/Java/,成都未尔科技有限公司,2021-12-07,0
